assay	compound	moa	dose	well	no_of_replicates_per_compound	median_replicate_correlation_compound	p_value_compound	no_of_compounds_per_moa	median_replicate_correlation_moa	p_value_moa
L1000	clinofibrate	NA	3.33 uM	G20	3	0.103083752636158	0.041	NA	NA	NA
L1000	clioquinol	chelating agent	3.33 uM	H02	3	0.1331364887650394	0.033	4	0.06830139237212347	0.124
L1000	clobetasol	glucocorticoid receptor agonist	3.33 uM	D14	3	0.3061999786929488	0	14	0.444676752314633	0
L1000	clofarabine	ribonucleoside reductase inhibitor	3.33 uM	I20	3	0.4029096623241195	0	NA	NA	NA
L1000	clofazimine	NA	3.33 uM	D02	3	-0.0303539329908738	0.964	NA	NA	NA
L1000	clofibric-acid	ppar receptor agonist	3.33 uM	A20	3	0.0427603403880506	0.321	3	-0.002868379755207049	0.59
L1000	clofoctol	protein synthesis inhibitor	3.33 uM	L20	4	0.072145385259376	0.091	6	-0.001960874242761786	0.756
L1000	clomethiazole	NA	3.33 uM	O08	3	0.0866073006881742	0.111	NA	NA	NA
L1000	clomifene	estrogen receptor antagonist	3.33 uM	E20	3	0.0876582509870236	0.079	NA	NA	NA
L1000	clonazepam	NA	3.33 uM	D20	3	0.0657147708238925	0.155	NA	NA	NA
L1000	clonidine	adrenergic receptor agonist	3.33 uM	B20	2	0.1801452963805951	0.049	20	0.024944582547288884	0.36
L1000	clotrimazole	NA	3.33 uM	B20	3	0.029298000411409	0.428	NA	NA	NA
L1000	clozapine	NA	3.33 uM	A08	3	0.1100930052647201	0.05	NA	NA	NA
L1000	co-102862	sodium channel blocker	3.33 uM	H14	3	0.0093109505380706	0.69	11	0.04485901524059088	0.093
L1000	cobimetinib	mek inhibitor	3.33 uM	O20	4	0.3960379648496879	0	8	0.6190278638384056	0
L1000	colchicine	microtubule inhibitor	3.33 uM	A20	3	0.1657546914823724	0.009	3	0.0017229239935670796	0.558
L1000	colforsin-daproate	NA	3.33 uM	D02	3	0.0585064164021784	0.256	NA	NA	NA
L1000	combretastatin-a-4	NA	3.33 uM	O08	3	0.3739035744425317	0	NA	NA	NA
L1000	conivaptan	vasopressin receptor antagonist	3.33 uM	A14	3	0.0616072451618109	0.127	4	0.05991861446871566	0.161
L1000	cordycepin	dna inhibitor	3.33 uM	L08	3	0.0649159316620536	0.132	5	0.006394866551645718	0.661
L1000	cp-945,598	cannabinoid receptor antagonist	3.33 uM	F20	3	0.0402826622488849	0.227	NA	NA	NA
L1000	cpi-1189	tumor necrosis factor release inhibitor	3.33 uM	N14	3	0.0772337275726274	0.089	NA	NA	NA
L1000	cpi-613	NA	3.33 uM	K14	3	0.1010192191195865	0.081	NA	NA	NA
L1000	cromoglicic-acid	immunosuppressant	3.33 uM	L14	3	0.0297477771571093	0.387	NA	NA	NA
L1000	ct-7758	integrin antagonist	3.33 uM	P08	3	0.0380385502742177	0.363	5	-0.02878147192035483	0.914
L1000	cts-1027	NA	3.33 uM	P20	3	0.0267423658940714	0.473	NA	NA	NA
L1000	curcumin	NA	3.33 uM	N14	3	0.0921757598079113	0.064	NA	NA	NA
L1000	cx-4945	NA	3.33 uM	C08	3	0.0460167810191452	0.287	NA	NA	NA
L1000	cx-5461	rna polymerase inhibitor	3.33 uM	D14	3	0.3290084925725081	0	7	0.012227959356909174	0.628
L1000	cx516	glutamate receptor modulator	3.33 uM	B08	3	0.0261425926541233	0.479	3	-0.02306577059357997	0.732
L1000	cyanocobalamin	NA	3.33 uM	P20	3	0.0400926478396693	0.349	NA	NA	NA
L1000	cyclizine	histamine receptor modulator	3.33 uM	P08	2	0.0700489236454739	0.23	NA	NA	NA
L1000	cyclobenzaprine	NA	3.33 uM	L08	3	0.0318575773013493	0.369	NA	NA	NA
L1000	cyclosporin-a	calcineurin inhibitor	3.33 uM	N02	3	0.240633449991349	0	3	0.037537103110796104	0.314
L1000	cyproheptadine	histamine receptor antagonist	3.33 uM	H14	3	0.041419684305167	0.311	24	0.025433032097236668	0.345
L1000	cyproterone-acetate	NA	3.33 uM	H08	3	0.123520419190365	0.028	NA	NA	NA
L1000	cytarabine	ribonucleotide reductase inhibitor	3.33 uM	M08	3	-0.0135887956084978	0.887	NA	NA	NA
L1000	cytisine	acetylcholine receptor agonist	3.33 uM	A08	3	0.1039361706023908	0.062	8	0.02295835939686315	0.436
L1000	d-serine	glutamate receptor agonist	3.33 uM	M08	3	0.015592687446739001	0.528	4	-0.05376709945985942	0.948
L1000	dabigatran-etexilate	NA	3.33 uM	F14	3	0.0284655262881604	0.35	NA	NA	NA
L1000	dabrafenib	raf inhibitor	3.33 uM	I20	3	0.1686351068972756	0.006	5	0.02221042222773787	0.464
L1000	dacarbazine	dna alkylating agent	3.33 uM	N02	3	0.1227331995150422	0.021	NA	NA	NA
L1000	dacinostat	hdac inhibitor	3.33 uM	E14	3	0.7227599156198734	0	13	0.23618797156179916	0
L1000	dacomitinib	egfr inhibitor	3.33 uM	F20	3	0.0770191138086383	0.064	13	0.14988695579297073	0
L1000	danazol	NA	3.33 uM	A20	3	0.0695590492984568	0.158	NA	NA	NA
L1000	danegaptide	NA	3.33 uM	N08	3	-0.0106822866301473	0.848	NA	NA	NA
L1000	dantrolene	calcium channel blocker	3.33 uM	C02	3	0.1334237323370907	0.026	15	0.02926712275507572	0.268
L1000	danusertib	NA	3.33 uM	A08	3	0.2252635429940191	0.003	NA	NA	NA
L1000	dapagliflozin	sodium/glucose cotransporter inhibitor	3.33 uM	F14	3	0.1460767266893667	0.016	NA	NA	NA
L1000	dapivirine	non-nucleoside reverse transcriptase inhibitor	3.33 uM	E02	3	0.0540183714376295	0.32	4	-0.014835484685019946	0.79
L1000	dapsone	bacterial antifolate	3.33 uM	F02	3	0.0142190398253034	0.612	NA	NA	NA
L1000	darifenacin	acetylcholine receptor antagonist	3.33 uM	F20	3	0.0472438951042129	0.168	21	0.016791549047469156	0.69
L1000	darunavir	hiv protease inhibitor	3.33 uM	D14	3	0.0788820920161852	0.075	5	0.018801606412142215	0.507
L1000	dasabuvir	hcv inhibitor	3.33 uM	M02	4	0.0463008345411271	0.228	7	-0.016845951143181333	0.933
L1000	dasatinib	NA	3.33 uM	L14	3	0.2816931160078281	0	NA	NA	NA
L1000	dazoxiben	thromboxane synthase inhibitor	3.33 uM	G02	3	-0.0087301421468119	0.88	NA	NA	NA
L1000	decitabine	dna methyltransferase inhibitor	3.33 uM	B20	3	0.0499526627908657	0.272	3	0.050448477556154864	0.25
L1000	defactinib	focal adhesion kinase inhibitor	3.33 uM	N20	3	-0.0047194370651821	0.696	NA	NA	NA
L1000	deferasirox	chelating agent	3.33 uM	M20	3	0.0637069071558962	0.137	4	0.06830139237212347	0.124
L1000	deferiprone	chelating agent	3.33 uM	K02	3	-0.0056052345924276	0.847	4	0.06830139237212347	0.124
L1000	deforolimus	mtor inhibitor	3.33 uM	E20	3	0.1749287359956527	0.002	6	0.4642950542878065	0
L1000	dehydroepiandrosterone	protein synthesis stimulant	3.33 uM	E08	3	0.0170936195979464	0.55	3	-5.768447516749253e-4	0.573
L1000	delanzomib	proteasome inhibitor	3.33 uM	L02	3	0.5004434241853065	0	4	0.7390543729432919	0
L1000	delivert	NA	3.33 uM	D14	3	0.1801827713296471	0.001	NA	NA	NA
L1000	deoxycholic-acid	NA	3.33 uM	P02	3	0.0704005770650938	0.531	NA	NA	NA
L1000	dequalinium	pkc inhibitor	3.33 uM	M02	3	0.1781098878455258	0.004	4	0.007306474142051208	0.613
L1000	desmopressin-acetate	NA	3.33 uM	L20	3	0.178321389680078	0.004	NA	NA	NA
L1000	dexamethasone	glucocorticoid receptor agonist	3.33 uM	N02	3	0.2021069193120886	0.001	14	0.444676752314633	0
L1000	dexamethasone	glucocorticoid receptor agonist	3.33 uM	F02	3	0.2021069193120886	0.001	14	0.444676752314633	0
L1000	dexfenfluramine	NA	3.33 uM	I08	3	0.0404879900149443	0.39	NA	NA	NA
L1000	dexloxiglumide	cck receptor antagonist	3.33 uM	P02	3	0.0101477455701175	0.892	4	-0.0019185842186442807	0.7
L1000	dexniguldipine	calmodulin antagonist	3.33 uM	O20	3	-0.0183017756471623	0.89	NA	NA	NA
L1000	dextromethorphan	NA	3.33 uM	G08	3	0.056778881545182	0.204	NA	NA	NA
L1000	diacerein	NA	3.33 uM	F20	3	-0.0160480583268497	0.865	NA	NA	NA
L1000	diazepam	NA	3.33 uM	E14	3	0.0386059556562065	0.35	NA	NA	NA
L1000	diazoxide	potassium channel activator	3.33 uM	P20	3	0.0536774313333332	0.253	6	-0.004197658436247461	0.782
L1000	diclofenac	cyclooxygenase inhibitor	3.33 uM	C08	3	0.1695703627500208	0.01	27	0.012169622291200593	0.928
L1000	diclofensine	dopamine reuptake inhibitor	3.33 uM	M14	3	0.0120774420081256	0.612	NA	NA	NA
L1000	dicloxacillin	bacterial cell wall synthesis inhibitor	3.33 uM	H02	3	0.043402930423566	0.318	14	0.028431287516784007	0.273
L1000	dicoumarol	NA	3.33 uM	G20	3	0.0526686863939592	0.238	NA	NA	NA
L1000	dideoxyadenosine	nucleoside reverse transcriptase inhibitor	3.33 uM	K14	3	0.1335626056977571	0.03	4	-0.021106290653475416	0.836
L1000	dienogest	progesterone receptor agonist	3.33 uM	J02	3	0.1144473333542152	0.053	7	0.0359240806465778	0.266
L1000	diethylcarbamazine	lipoxygenase inhibitor	3.33 uM	C08	3	0.015769784726131	0.583	3	-0.011157424851012076	0.65
L1000	diethylstilbestrol	estrogen receptor agonist	3.33 uM	C14	3	0.0981227750638105	0.064	6	-0.03309305765217012	0.957
L1000	diflunisal	prostanoid receptor antagonist	3.33 uM	G08	3	0.0196447694133343	0.507	3	0.0826010775623596	0.131
L1000	dihydroergocristine	NA	3.33 uM	O14	3	0.0657328900483984	0.19	NA	NA	NA
L1000	dihydroergotamine	serotonin receptor agonist	3.33 uM	N20	3	0.0155308706548737	0.459	12	0.021203531740546455	0.511
L1000	dilazep	NA	3.33 uM	N20	3	0.0683515968290484	0.114	NA	NA	NA
L1000	diltiazem	calcium channel blocker	3.33 uM	F14	3	0.0687614361749037	0.102	15	0.02926712275507572	0.268
L1000	dimesna	tubulin inhibitor	3.33 uM	O08	3	0.1830730832237381	0.005	8	0.27021218451824275	0
L1000	dimethyl-fumarate	NA	3.33 uM	A08	3	0.0141437667972381	0.587	NA	NA	NA
L1000	diminazene-aceturate	NA	3.33 uM	C08	2	0.0540348252606685	0.312	NA	NA	NA
L1000	dinaciclib	cdk inhibitor	3.33 uM	J02	3	0.6784923527920834	0	7	0.16340210263045754	0
L1000	dinoprost	NA	3.33 uM	A08	3	0.0851495695581174	0.103	NA	NA	NA
L1000	diosmin	NA	3.33 uM	E14	3	0.121925865782921	0.033	NA	NA	NA
L1000	diphenidol	acetylcholine receptor agonist	3.33 uM	H08	4	0.0635905285690436	0.129	8	0.02295835939686315	0.436
L1000	dipraglurant	NA	3.33 uM	I14	2	0.0372227242116887	0.428	NA	NA	NA
L1000	dipyridamole	phosphodiesterase inhibitor	3.33 uM	P14	3	0.0196963142637642	0.529	28	0.019244981810234672	0.685
L1000	disopyramide	sodium channel blocker	3.33 uM	M20	3	0.0200147814978058	0.504	11	0.04485901524059088	0.093
L1000	disulfiram	NA	3.33 uM	E20	3	0.0759041476640217	0.126	NA	NA	NA
L1000	dmp-777	elastase inhibitor	3.33 uM	L08	3	-0.0653113114101545	0.998	NA	NA	NA
L1000	docetaxel	tubulin inhibitor	3.33 uM	H14	3	0.2492395687015751	0	8	0.27021218451824275	0
L1000	dofequidar	NA	3.33 uM	N02	3	-0.0403880218821293	0.989	NA	NA	NA
L1000	dolutegravir	hiv integrase inhibitor	3.33 uM	P08	3	0.2754162508811986	0.004	3	-0.02276115033239108	0.729
L1000	donepezil	acetylcholinesterase inhibitor	3.33 uM	L08	3	0.0666431085533716	0.129	NA	NA	NA
L1000	donitriptan	serotonin receptor agonist	3.33 uM	I14	3	0.0026525648230842	0.837	12	0.021203531740546455	0.511
L1000	dopamine	dopamine receptor agonist	3.33 uM	O08	3	0.05352210192051	0.264	9	0.046257335505358745	0.116
L1000	doramapimod	p38 mapk inhibitor	3.33 uM	C02	2	0.0699542266949998	0.26	6	0.11982435932822233	0.005
L1000	dorzolamide	carbonic anhydrase inhibitor	3.33 uM	K14	3	0.0543061105326925	0.257	5	0.027666639123658313	0.401
L1000	doxapram	potassium channel blocker	3.33 uM	F02	3	0.0768457587048098	0.133	4	0.011726237367337147	0.576
L1000	doxazosin	adrenergic receptor antagonist	3.33 uM	H08	3	0.042760340002941	0.341	31	0.034113397866223125	0.058
L1000	doxepin	histamine receptor antagonist	3.33 uM	N02	3	0.0606520040890697	0.163	24	0.025433032097236668	0.345
L1000	doxifluridine	thymidylate synthase inhibitor	3.33 uM	H20	3	0.0453322268522114	0.255	NA	NA	NA
L1000	doxofylline	adenosine receptor antagonist	3.33 uM	J08	3	0.11772143510259	0.047	4	0.11694950644675987	0.03
L1000	doxorubicin	topoisomerase inhibitor	3.33 uM	L20	3	0.6548032350300566	0	15	0.06982646791056023	0.001
L1000	doxycycline-hyclate	bacterial 30s ribosomal subunit inhibitor	3.33 uM	D08	3	0.1178487058007467	0.045	5	0.03752722658842937	0.285
L1000	dpcpx	adenosine receptor antagonist	3.33 uM	I02	4	0.0173777631462702	0.678	4	0.11694950644675987	0.03
L1000	dpi-201106	NA	3.33 uM	H20	3	0.0223764055372432	0.463	NA	NA	NA
L1000	dronedarone	adrenergic receptor antagonist	3.33 uM	G02	3	0.0446540271887851	0.37	31	0.034113397866223125	0.058
L1000	droperidol	dopamine receptor antagonist	3.33 uM	J02	3	0.0908630539286657	0.117	19	0.03927759180385006	0.063
L1000	drospirenone	mineralocorticoid receptor antagonist	3.33 uM	E08	3	0.0400382062073163	0.29	3	-0.03230735800042096	0.788
L1000	du-728	NA	3.33 uM	E08	3	0.0554233912037541	0.187	NA	NA	NA
L1000	duloxetine	NA	3.33 uM	L14	3	0.0628041213630307	0.175	NA	NA	NA
L1000	dutasteride	5 alpha reductase inhibitor	3.33 uM	L02	3	0.0710127502614423	0.102	NA	NA	NA
L1000	e-2012	NA	3.33 uM	O14	3	0.0779588534095072	0.147	NA	NA	NA
L1000	ebselen	NA	3.33 uM	L20	3	0.0194397032126817	0.559	NA	NA	NA
L1000	econazole	NA	3.33 uM	D14	3	0.0975734511465743	0.034	NA	NA	NA
L1000	edoxaban	coagulation factor inhibitor	3.33 uM	K20	3	0.171627315413118	0.005	4	0.049274788261094084	0.221
L1000	edoxudine	dna directed dna polymerase inhibitor	3.33 uM	E20	3	0.0040543282867385	0.739	NA	NA	NA
L1000	efaproxiral	NA	3.33 uM	B08	3	-0.0040785442915541	0.837	NA	NA	NA
L1000	efavirenz	hiv protease inhibitor	3.33 uM	G20	3	0.0406091594264678	0.35	5	0.018801606412142215	0.507
L1000	eflornithine	NA	3.33 uM	L20	3	0.032522269817162	0.42	NA	NA	NA
L1000	elesclomol	oxidative stress inducer	3.33 uM	O14	3	0.0834812903645642	0.118	NA	NA	NA
L1000	ellagic-acid	NA	3.33 uM	P14	3	0.1026821600937654	0.041	NA	NA	NA
L1000	emd-1214063	NA	3.33 uM	P08	3	0.2896886512209101	0.003	NA	NA	NA
L1000	emd-53998	phosphodiesterase inhibitor	3.33 uM	L02	3	0.0090430892397616	0.621	28	0.019244981810234672	0.685
L1000	emedastine	histamine receptor antagonist	3.33 uM	M14	3	-0.038458105273414	0.985	24	0.025433032097236668	0.345
L1000	emtricitabine	nucleoside reverse transcriptase inhibitor	3.33 uM	O20	3	0.0108546914911895	0.614	4	-0.021106290653475416	0.836
L1000	enalapril	angiotensin converting enzyme inhibitor	3.33 uM	H02	3	-0.0072381539327231	0.816	8	0.06276861129504682	0.046
L1000	enoxacin	topoisomerase inhibitor	3.33 uM	L20	2	0.0109870025101948	0.622	15	0.06982646791056023	0.001
L1000	entecavir	NA	3.33 uM	C02	3	0.0473442970861516	0.274	NA	NA	NA
L1000	entinostat	hdac inhibitor	3.33 uM	A20	3	0.3887385936472668	0	13	0.23618797156179916	0
L1000	enzalutamide	androgen receptor antagonist	3.33 uM	I20	3	0.0444047790850898	0.251	5	0.011207307494119158	0.603
L1000	enzastaurin	pkc inhibitor	3.33 uM	P02	2	0.3834853828140435	0.028	4	0.007306474142051208	0.613
L1000	eperezolid	bacterial 30s ribosomal subunit inhibitor	3.33 uM	H08	3	0.1127891757621662	0.047	5	0.03752722658842937	0.285
L1000	epinastine	histamine receptor antagonist	3.33 uM	M08	3	0.1141750283276059	0.043	24	0.025433032097236668	0.345
L1000	epinephrine	NA	3.33 uM	E02	3	0.0063690885413935	0.739	NA	NA	NA
L1000	epirizole	cyclooxygenase inhibitor	3.33 uM	E20	3	0.0289890467755366	0.439	27	0.012169622291200593	0.928
L1000	epirubicin	topoisomerase inhibitor	3.33 uM	E08	3	0.3471345740314268	0	15	0.06982646791056023	0.001
L1000	epitiostanol	androgen receptor agonist	3.33 uM	J20	4	0.078722071416456	0.036	3	0.11468176867671645	0.06
L1000	epothilone-b	NA	3.33 uM	C08	3	0.1713324935184993	0.009	NA	NA	NA
L1000	equol	estrogen receptor agonist	3.33 uM	L02	3	-0.0223370526090166	0.922	6	-0.03309305765217012	0.957
L1000	ercalcitriol	vitamin d receptor agonist	3.33 uM	J20	3	0.0680305224721019	0.1	5	0.121867163117868	0.02
L1000	erlotinib	egfr inhibitor	3.33 uM	G02	3	0.1379655798217115	0.038	13	0.14988695579297073	0
L1000	erteberel	estrogen receptor agonist	3.33 uM	B20	3	0.0788081858020002	0.129	6	-0.03309305765217012	0.957
L1000	erythromycin	nfkb pathway inhibitor	3.33 uM	C08	3	0.0140779442729934	0.598	4	-0.005583963062682336	0.729
L1000	erythromycin	nfkb pathway inhibitor	3.33 uM	G08	3	0.0140779442729934	0.58	4	-0.005583963062682336	0.729
L1000	escitalopram	selective serotonin reuptake inhibitor (ssri)	3.33 uM	H20	3	0.0822983964620932	0.109	4	-0.02064880829952551	0.833
L1000	esmolol	adrenergic receptor antagonist	3.33 uM	M14	3	0.0863709037917977	0.078	31	0.034113397866223125	0.058
L1000	estramustine	dna alkylating drug	3.33 uM	H08	3	0.0624773486353061	0.19	NA	NA	NA
L1000	estramustine-phosphate	NA	3.33 uM	A08	4	0.0158152511071173	0.629	NA	NA	NA
L1000	estriol	estrogen receptor agonist	3.33 uM	P14	3	0.0237559828636017	0.474	6	-0.03309305765217012	0.957
L1000	estrone	NA	3.33 uM	C14	3	0.0410612145876548	0.314	NA	NA	NA
L1000	etacrynic-acid	sodium/potassium/chloride transporter inhibitor	3.33 uM	H08	3	-0.0146096159627762	0.897	NA	NA	NA
L1000	etanidazole	bacterial cell wall synthesis inhibitor	3.33 uM	K14	3	0.1059206473881977	0.074	14	0.028431287516784007	0.273
L1000	etazolate	phosphodiesterase inhibitor	3.33 uM	J02	3	0.0244819209455604	0.536	28	0.019244981810234672	0.685
L1000	ethinyl-estradiol	NA	3.33 uM	K02	4	0.0150882970981742	0.743	NA	NA	NA
L1000	ethylenediaminetetraacetic-acid	pkc inhibitor	3.33 uM	B08	3	0.1255588275472283	0.03	4	0.007306474142051208	0.613
L1000	etizolam	benzodiazepine receptor agonist	3.33 uM	D08	3	0.0259380825173053	0.466	7	0.024540690653782893	0.421
L1000	etodolac	cyclooxygenase inhibitor	3.33 uM	J02	3	0.082436606151947	0.14	27	0.012169622291200593	0.928
L1000	etofylline-clofibrate	NA	3.33 uM	N14	3	0.0627075390597435	0.139	NA	NA	NA
L1000	etomidate	gaba receptor modulator	3.33 uM	O14	3	0.0087605365862667	0.689	4	0.004703110981980972	0.644
L1000	etomoxir	carnitine palmitoyltransferase inhibitor	3.33 uM	E14	3	0.0322820024758501	0.416	NA	NA	NA
L1000	etoposide	topoisomerase inhibitor	3.33 uM	P20	3	0.2727949951702777	0	15	0.06982646791056023	0.001
L1000	etoricoxib	cyclooxygenase inhibitor	3.33 uM	K02	3	-0.1032458126944	0.999	27	0.012169622291200593	0.928
L1000	etravirine	non-nucleoside reverse transcriptase inhibitor	3.33 uM	I08	3	0.039903580384649	0.398	4	-0.014835484685019946	0.79
L1000	eugenol	androgen receptor antagonist	3.33 uM	M02	3	0.0146359795062288	0.627	5	0.011207307494119158	0.603
L1000	everolimus	mtor inhibitor	3.33 uM	H02	2	0.4745920524872266	0	6	0.4642950542878065	0
L1000	evp-6124	acetylcholine receptor agonist	3.33 uM	M02	3	-0.0183461239436648	0.933	8	0.02295835939686315	0.436
L1000	exalamide	membrane permeability inhibitor	3.33 uM	C08	3	0.0609420563418095	0.185	NA	NA	NA
L1000	exemestane	aromatase inhibitor	3.33 uM	A20	2	0.0810684342778923	0.17	3	0.08119276754924595	0.135
L1000	exherin	NA	3.33 uM	H14	3	0.0875285651481971	0.096	NA	NA	NA
L1000	fadrozole	aromatase inhibitor	3.33 uM	N14	3	0.0106025291119642	0.57	3	0.08119276754924595	0.135
L1000	famciclovir	dna polymerase inhibitor	3.33 uM	B20	3	0.0265757078206812	0.46	3	0.039497745396435066	0.302
L1000	famotidine	histamine receptor antagonist	3.33 uM	D20	4	0.0093544637661823	0.741	24	0.025433032097236668	0.345
L1000	faropenem	NA	3.33 uM	M02	3	0.0834577848751375	0.091	NA	NA	NA
L1000	fasudil	rho associated kinase inhibitor	3.33 uM	L02	3	0.045302531675196	0.22	6	0.023865918254407464	0.418
L1000	favipiravir	rna polymerase inhibitor	3.33 uM	B20	3	0.0559746028812363	0.239	7	0.012227959356909174	0.628
L1000	fdcyd	dna methyltransferase inhibitor	3.33 uM	P02	3	0.4461478112171545	0.001	3	0.050448477556154864	0.25
L1000	febuxostat	xanthine oxidase inhibitor	3.33 uM	I14	3	0.0190164528113765	0.673	3	0.001745183450234194	0.558
L1000	felbinac	cyclooxygenase inhibitor	3.33 uM	P14	3	0.1758786767095989	0.002	27	0.012169622291200593	0.928
L1000	felodipine	calcium channel blocker	3.33 uM	G08	3	0.0035341090574927	0.722	15	0.02926712275507572	0.268
L1000	fenobam	glutamate receptor antagonist	3.33 uM	O14	3	0.1335835763610484	0.026	5	0.005714707842068932	0.665
L1000	fenoterol	adrenergic receptor agonist	3.33 uM	I02	3	0.1444573023048471	0.023	20	0.024944582547288884	0.36
L1000	fenticonazole	bacterial cell wall synthesis inhibitor	3.33 uM	N20	3	-0.0333922220139844	0.927	14	0.028431287516784007	0.273
L1000	fexofenadine	histamine receptor antagonist	3.33 uM	L08	3	0.1601645537587813	0.008	24	0.025433032097236668	0.345
L1000	fiacitabine	dna synthesis inhibitor	3.33 uM	L20	3	0.0163058972522604	0.607	7	0.010465672219474613	0.652
L1000	fidarestat	aldose reductase inhibitor	3.33 uM	G08	3	0.0229487169902389	0.47	NA	NA	NA
L1000	fidaxomicin	rna polymerase inhibitor	3.33 uM	D14	2	0.01462192413245	0.562	7	0.012227959356909174	0.628
L1000	filgotinib	jak inhibitor	3.33 uM	H14	3	0.0707030672746086	0.151	5	0.030948639652851617	0.357
L1000	finasteride	5 alpha reductase inhibitor	3.33 uM	A14	3	-0.0165844925932018	0.9	NA	NA	NA
L1000	fipronil	NA	3.33 uM	O20	3	0.0672296222173157	0.137	NA	NA	NA
L1000	firategrast	integrin antagonist	3.33 uM	L02	3	0.0489918454293516	0.203	5	-0.02878147192035483	0.914
L1000	flavoxate	acetylcholine receptor antagonist	3.33 uM	H14	3	0.0989288099008566	0.061	21	0.016791549047469156	0.69
L1000	flecainide	sodium channel blocker	3.33 uM	I02	3	0.0233779414395206	0.509	11	0.04485901524059088	0.093
L1000	floxuridine	dna synthesis inhibitor	3.33 uM	P14	3	0.2575731173334298	0	7	0.010465672219474613	0.652
L1000	fluconazole	sterol demethylase inhibitor	3.33 uM	G20	3	0.0284010050291146	0.472	7	0.0581423469208026	0.094
L1000	fludarabine-phosphate	NA	3.33 uM	K20	3	-0.0594382951517727	0.998	NA	NA	NA
L1000	fludroxycortide	glucocorticoid receptor agonist	3.33 uM	N08	3	0.3411818031647949	0	14	0.444676752314633	0
L1000	flumatinib	bcr-abl kinase inhibitor	3.33 uM	F02	3	0.1087134292874568	0.053	NA	NA	NA
L1000	flumazenil	benzodiazepine receptor antagonist	3.33 uM	M02	3	0.043666752462351	0.305	3	0.026329841107144522	0.39
L1000	fluocinonide	glucocorticoid receptor agonist	3.33 uM	P08	3	0.4843577958489998	0	14	0.444676752314633	0
L1000	fluorometholone	glucocorticoid receptor agonist	3.33 uM	G02	3	0.4557244180304001	0	14	0.444676752314633	0
L1000	fluorouracil	NA	3.33 uM	J20	3	0.0607822668596104	0.127	NA	NA	NA
L1000	fluoxetine	selective serotonin reuptake inhibitor (ssri)	3.33 uM	A14	3	0.0303495004273926	0.36	4	-0.02064880829952551	0.833
L1000	fluphenazine	dopamine receptor antagonist	3.33 uM	K20	3	0.0147316128848478	0.631	19	0.03927759180385006	0.063
L1000	fluspirilene	dopamine receptor antagonist	3.33 uM	L08	2	0.1181607973398762	0.111	19	0.03927759180385006	0.063
L1000	flutamide	androgen receptor antagonist	3.33 uM	A20	3	0.0303204849277387	0.462	5	0.011207307494119158	0.603
L1000	fluticasone	glucocorticoid receptor agonist	3.33 uM	B20	3	0.3365400006456072	0	14	0.444676752314633	0
L1000	flutrimazole	sterol demethylase inhibitor	3.33 uM	B14	4	0.0506941507919611	0.206	7	0.0581423469208026	0.094
