moa	no_of_replicates	dose	matching_score	assay	p_value	pass_thresh	neg_log_10_p_val
plk inhibitor	4	10 uM	0.22275872827923998	L1000	0.002	TRUE	2.6989700043360187
potassium channel activator	6	10 uM	0.02391990502590516	L1000	0.51	FALSE	0.2924298239020636
potassium channel blocker	4	10 uM	0.04890617594180735	L1000	0.271	FALSE	0.5670307091255943
ppar receptor agonist	3	10 uM	0.04624928039290923	L1000	0.317	FALSE	0.4989407377822485
ppar receptor agonist|insulin sensitizer	3	10 uM	0.11174985097311456	L1000	0.078	FALSE	1.1079053973095196
progesterone receptor agonist	7	10 uM	0.08272017347874526	L1000	0.038	TRUE	1.4202164033831899
prostanoid receptor agonist	3	10 uM	0.1605545403043915	L1000	0.021	TRUE	1.6777807052660807
prostanoid receptor antagonist	3	10 uM	-0.020750541564280543	L1000	0.746	FALSE	0.1272611725273312
proteasome inhibitor	4	10 uM	0.7245629237915516	L1000	0	TRUE	3.5
protein synthesis inhibitor	6	10 uM	-0.012122207191712163	L1000	0.89	FALSE	0.05060999335508721
protein synthesis stimulant	3	10 uM	0.015039138984356723	L1000	0.521	FALSE	0.2831622767004755
purinergic receptor antagonist	3	10 uM	0.028335626156234136	L1000	0.421	FALSE	0.3757179041643317
raf inhibitor	5	10 uM	0.02362857697285956	L1000	0.491	FALSE	0.3089185078770315
retinoid receptor agonist	6	10 uM	0.11855969044004806	L1000	0.011	TRUE	1.958607314841775
reverse transcriptase inhibitor	3	10 uM	0.01748238613793398	L1000	0.505	FALSE	0.2967086218813386
rho associated kinase inhibitor	6	10 uM	0.04765520742239162	L1000	0.259	FALSE	0.5867002359187482
rna polymerase inhibitor	7	10 uM	0.014617272583088842	L1000	0.656	FALSE	0.1830961606243397
selective serotonin reuptake inhibitor (ssri)	4	10 uM	0.07631190466928789	L1000	0.129	FALSE	0.889410289700751
serotonin receptor agonist	12	10 uM	-9.121108058106341e-4	L1000	0.973	FALSE	0.0118871597316481
serotonin receptor agonist|serotonin receptor antagonist	3	10 uM	0.04169435929470202	L1000	0.35	FALSE	0.4559319556497244
serotonin receptor antagonist	12	10 uM	0.04589384246350452	L1000	0.154	FALSE	0.8124792791635369
serotonin reuptake inhibitor	4	10 uM	0.08939859868316281	L1000	0.09	FALSE	1.0457574905606752
sigma receptor antagonist	3	10 uM	0.02594581914485556	L1000	0.439	FALSE	0.35753547975787864
sodium channel blocker	11	10 uM	0.03464114269377532	L1000	0.345	FALSE	0.4621809049267259
sterol demethylase inhibitor	7	10 uM	0.04112280736613907	L1000	0.295	FALSE	0.530177984021837
t-type calcium channel blocker	3	10 uM	0.09875010725945532	L1000	0.098	FALSE	1.0087739243075051
tachykinin antagonist	6	10 uM	0.03912835956385511	L1000	0.348	FALSE	0.4584207560534191
topoisomerase inhibitor	15	10 uM	0.13561694979472405	L1000	0	TRUE	3.5
tubulin inhibitor	8	10 uM	0.2767789591657714	L1000	0	TRUE	3.5
tyrosine kinase inhibitor	4	10 uM	-0.023352631371960423	L1000	0.874	FALSE	0.05848856736559697
vasopressin receptor antagonist	4	10 uM	0.013339025945210326	L1000	0.591	FALSE	0.22841251911874466
vegfr inhibitor	4	10 uM	0.20163889882295036	L1000	0.002	TRUE	2.6989700043360187
vitamin d receptor agonist	5	10 uM	0.10035780478219135	L1000	0.038	TRUE	1.4202164033831899
xanthine oxidase inhibitor	3	10 uM	0.017549852980399714	L1000	0.505	FALSE	0.2967086218813386
xiap inhibitor	3	10 uM	0.17877415214746992	L1000	0.013	TRUE	1.8860566476931633
5 alpha reductase inhibitor	12	All	0.08463029030709589	L1000	0	TRUE	3.5
acat inhibitor	18	All	-0.027409100121522808	L1000	1	FALSE	-0
acetylcholine receptor agonist	48	All	0.0351329201339439	L1000	0	TRUE	3.5
acetylcholine receptor antagonist	126	All	0.028169770341634495	L1000	0.002	TRUE	2.6989700043360187
acetylcholine release stimulant	12	All	0.04417655497469136	L1000	0.008	TRUE	2.0969100130080562
acetylcholinesterase inhibitor	12	All	0.07247679772106227	L1000	0	TRUE	3.5
adenosine receptor agonist	18	All	0.031170786013946114	L1000	0.09	FALSE	1.0457574905606752
adenosine receptor antagonist	24	All	0.06796649006311462	L1000	0	TRUE	3.5
adrenergic inhibitor	12	All	-3.8294089074067996e-4	L1000	0.997	FALSE	0.0013048416883442813
adrenergic receptor agonist	120	All	0.02970492371346617	L1000	0.001	TRUE	3
adrenergic receptor antagonist	186	All	0.029270763040991847	L1000	0	TRUE	3.5
akt inhibitor	36	All	0.04087083524957456	L1000	0	TRUE	3.5
alcohol dehydrogenase inhibitor	12	All	0.008792049699059779	L1000	0.965	FALSE	0.015472686656207449
aldose reductase inhibitor	12	All	0.1025959088489709	L1000	0	TRUE	3.5
alk tyrosine kinase receptor inhibitor	18	All	0.046121703625433705	L1000	0.001	TRUE	3
ampk activator	12	All	-0.020776005197187614	L1000	1	FALSE	-0
androgen receptor agonist	18	All	0.17613278955101597	L1000	0	TRUE	3.5
androgen receptor antagonist	30	All	0.026317766598087503	L1000	0.198	FALSE	0.7033348097384688
androgen receptor modulator	18	All	-0.01418370558872531	L1000	1	FALSE	-0
angiogenesis inhibitor	12	All	0.005032968006983045	L1000	0.989	FALSE	0.004803708402820599
angiotensin converting enzyme inhibitor	48	All	0.03569389468906406	L1000	0	TRUE	3.5
angiotensin receptor antagonist	24	All	0.04880738133464871	L1000	0	TRUE	3.5
antithyroid agent	12	All	0.0037157283002009524	L1000	0.993	FALSE	0.0030507515046188267
antiviral	12	All	0.01044322605429994	L1000	0.939	FALSE	0.027334407733889104
aromatase inhibitor	18	All	0.0639913734901573	L1000	0	TRUE	3.5
atp channel blocker	18	All	0.043354706302046714	L1000	0.002	TRUE	2.6989700043360187
atpase inhibitor	18	All	0.02599918015279852	L1000	0.302	FALSE	0.5199930570428494
aurora kinase inhibitor	12	All	0.21867196985064535	L1000	0	TRUE	3.5
bacterial 30s ribosomal subunit inhibitor	30	All	0.034164920120718714	L1000	0.006	TRUE	2.221848749616356
bacterial 50s ribosomal subunit inhibitor	30	All	0.028965677833725147	L1000	0.072	FALSE	1.1426675035687315
bacterial antifolate	12	All	0.06511615241745232	L1000	0	TRUE	3.5
bacterial cell wall synthesis inhibitor	84	All	0.02562637452544476	L1000	0.121	FALSE	0.9172146296835499
bacterial dna gyrase inhibitor	66	All	0.03864914412454059	L1000	0	TRUE	3.5
bcl inhibitor	18	All	-4.5385249977135785e-4	L1000	1	FALSE	-0
bcr-abl kinase inhibitor	12	All	-0.05763149260628312	L1000	1	FALSE	-0
benzodiazepine receptor agonist	42	All	0.035486715277622746	L1000	0	TRUE	3.5
benzodiazepine receptor antagonist	18	All	0.029262830591180643	L1000	0.146	FALSE	0.835647144215563
beta lactamase inhibitor	12	All	-0.05428559415707274	L1000	1	FALSE	-0
beta-secretase inhibitor	12	All	0.08857795801302018	L1000	0	TRUE	3.5
bruton's tyrosine kinase (btk) inhibitor	12	All	0.04525598528337439	L1000	0.007	TRUE	2.154901959985743
c-met inhibitor	12	All	0.08852044886073551	L1000	0	TRUE	3.5
calcineurin inhibitor	18	All	0.04379852037407549	L1000	0.002	TRUE	2.6989700043360187
calcitonin antagonist	18	All	0.04889263632531031	L1000	0	TRUE	3.5
calcium channel activator	12	All	0.08138692624901453	L1000	0	TRUE	3.5
calcium channel blocker	90	All	0.023650807086861264	L1000	0.336	FALSE	0.4736607226101559
calmodulin antagonist	12	All	-0.03784847654967165	L1000	1	FALSE	-0
cannabinoid receptor agonist	18	All	-0.03297518558811878	L1000	1	FALSE	-0
cannabinoid receptor antagonist	12	All	0.04850486469325341	L1000	0.002	TRUE	2.6989700043360187
cannabinoid receptor inverse agonist	12	All	-0.00655396219746039	L1000	1	FALSE	-0
carbonic anhydrase inhibitor	30	All	0.00876473506444572	L1000	1	FALSE	-0
carnitine palmitoyltransferase inhibitor	12	All	0.09627119088546565	L1000	0	TRUE	3.5
cathepsin inhibitor	12	All	0.031911492021503625	L1000	0.106	FALSE	0.9746941347352298
cc chemokine receptor antagonist	42	All	0.015314616597739888	L1000	0.988	FALSE	0.005243055412371883
cck receptor antagonist	24	All	-0.0020933487785752152	L1000	1	FALSE	-0
cdk inhibitor	42	All	0.07026554111540742	L1000	0	TRUE	3.5
cftr channel agonist	12	All	0.0031855616401565904	L1000	0.993	FALSE	0.0030507515046188267
chelating agent	24	All	0.03394664005596201	L1000	0.024	TRUE	1.6197887582883939
cholesterol inhibitor	18	All	0.02669292531540603	L1000	0.254	FALSE	0.59516628338006194
coagulation factor inhibitor	24	All	0.0307711658143756	L1000	0.058	FALSE	1.2365720064370627
cyclooxygenase inhibitor	162	All	0.02410970345098583	L1000	0.188	FALSE	0.7258421507363202
cyclooxygenase inhibitor|prostanoid receptor antagonist	24	All	0.013878491227981004	L1000	0.974	FALSE	0.011441043121384482
cytochrome p450 inhibitor	12	All	0.017607227748527347	L1000	0.71	FALSE	0.14874165128092473
diacylglycerol o acyltransferase inhibitor	12	All	0.18674641862184338	L1000	0	TRUE	3.5
dihydrofolate reductase inhibitor	12	All	0.012822440391429194	L1000	0.883	FALSE	0.05403929642243141
dihydroorotate dehydrogenase inhibitor	12	All	0.045814444153223693	L1000	0.006	TRUE	2.221848749616356
dipeptidyl peptidase inhibitor	18	All	0.04130742169357683	L1000	0.005	TRUE	2.3010299956639813
diuretic	12	All	0.03985482616005713	L1000	0.021	TRUE	1.6777807052660807
dna alkylating agent	12	All	-0.008308785180634631	L1000	1	FALSE	-0
dna alkylating drug	12	All	0.03167703317319969	L1000	0.111	FALSE	0.9546770212133425
dna directed dna polymerase inhibitor	12	All	0.02693782190214613	L1000	0.242	FALSE	0.6161846340195687
dna inhibitor	30	All	0.016470175844378987	L1000	0.938	FALSE	0.027797161620935564
dna methyltransferase inhibitor	18	All	0.06655548815004003	L1000	0	TRUE	3.5
dna polymerase inhibitor	18	All	0.04410772422295032	L1000	0.002	TRUE	2.6989700043360187
dna synthesis inhibitor	42	All	0.010466331286653516	L1000	1	FALSE	-0
dopamine receptor agonist	54	All	0.03723417138602196	L1000	0	TRUE	3.5
dopamine receptor antagonist	114	All	0.03189214177663503	L1000	0	TRUE	3.5
dopamine receptor antagonist|serotonin receptor antagonist	54	All	0.012408516032684253	L1000	0.999	FALSE	4.345117740176917e-4
dopamine reuptake inhibitor	12	All	0.04828077314912664	L1000	0.002	TRUE	2.6989700043360187
dopamine uptake inhibitor	12	All	0.07618655023305854	L1000	0	TRUE	3.5
egfr inhibitor	78	All	0.09167745200008506	L1000	0	TRUE	3.5
elastase inhibitor	12	All	0.09636682967809528	L1000	0	TRUE	3.5
endothelin receptor antagonist	24	All	0.028019889255469957	L1000	0.14	FALSE	0.8538719643217619
estrogen receptor agonist	36	All	0.010507149121358344	L1000	0.998	FALSE	8.694587126288914e-4
estrogen receptor antagonist	12	All	0.19431009747899103	L1000	0	TRUE	3.5
estrogen receptor antagonist|selective estrogen receptor modulator (serm)	12	All	0.0623190059863182	L1000	0	TRUE	3.5
farnesyltransferase inhibitor	18	All	-0.0017981179737934496	L1000	1	FALSE	-0
fatty acid synthase inhibitor	12	All	0.13655071731019436	L1000	0	TRUE	3.5
fgfr inhibitor|vegfr inhibitor	18	All	0.018689279669649842	L1000	0.731	FALSE	0.13608262304213956
focal adhesion kinase inhibitor	12	All	0.02357320375357935	L1000	0.398	FALSE	0.40011692792631215
free radical scavenger	24	All	0.04917655549951356	L1000	0	TRUE	3.5
fungal squalene epoxidase inhibitor	18	All	0.008325311052076012	L1000	0.993	FALSE	0.0030507515046188267
gaba receptor agonist	18	All	0.0735628451763249	L1000	0	TRUE	3.5
gaba receptor antagonist	12	All	0.06973097615325105	L1000	0	TRUE	3.5
gaba receptor modulator	24	All	0.008868568447228987	L1000	0.999	FALSE	4.345117740176917e-4
gamma secretase inhibitor	42	All	0.045113123177841274	L1000	0	TRUE	3.5
glucocorticoid receptor agonist	84	All	0.3954102300056735	L1000	0	TRUE	3.5
glucose-dependent insulinotropic receptor (gdir, gpr119) agonists	12	All	0.050714413526960586	L1000	0.001	TRUE	3
glucosidase inhibitor	18	All	0.03199734493623635	L1000	0.079	FALSE	1.1023729087095586
glutamate receptor agonist	24	All	0.04019252082323042	L1000	0.001	TRUE	3
glutamate receptor antagonist	30	All	0.012755025477595102	L1000	0.995	FALSE	0.002176919254274547
glutamate receptor modulator	18	All	0.029242363268038002	L1000	0.146	FALSE	0.835647144215563
gonadotropin releasing factor hormone receptor agonist	12	All	0.0824315372188372	L1000	0	TRUE	3.5
growth hormone secretagogue receptor agonist	12	All	0.011286520933308637	L1000	0.918	FALSE	0.03715731879875755
hcv inhibitor	42	All	0.019415241465298407	L1000	0.833	FALSE	0.07935499859321243
hdac inhibitor	78	All	0.10387375718602895	L1000	0	TRUE	3.5
histamine receptor agonist	12	All	0.08682494431404283	L1000	0	TRUE	3.5
histamine receptor antagonist	144	All	0.03487166015813446	L1000	0	TRUE	3.5
histamine receptor modulator	12	All	-0.023347904338117162	L1000	1	FALSE	-0
hiv integrase inhibitor	18	All	0.01071131904023847	L1000	0.979	FALSE	0.009217308196862183
hiv protease inhibitor	30	All	0.0160355048316876	L1000	0.947	FALSE	0.0236500209967266
hmgcr inhibitor	30	All	0.0015779286693664294	L1000	1	FALSE	-0
hsp inhibitor	30	All	0.33994731927369115	L1000	0	TRUE	3.5
immunostimulant	12	All	0.07766924368785993	L1000	0	TRUE	3.5
immunosuppressant	12	All	-0.008234747043876106	L1000	1	FALSE	-0
inosine monophosphate dehydrogenase inhibitor	12	All	0.0031121630326060063	L1000	0.993	FALSE	0.0030507515046188267
insulin secretagogue	24	All	0.05336349969148043	L1000	0	TRUE	3.5
insulin sensitizer	12	All	0.09126825725693412	L1000	0	TRUE	3.5
integrin antagonist	30	All	0.021102237171767617	L1000	0.657	FALSE	0.1824346304402192
isocitrate dehydrogenase inhibitor	12	All	0.03731752314858782	L1000	0.042	TRUE	1.3767507096020994
jak inhibitor	30	All	0.010916976029419346	L1000	0.999	FALSE	4.345117740176917e-4
jnk inhibitor	12	All	0.07013862682897887	L1000	0	TRUE	3.5
leukotriene receptor antagonist	24	All	0.038472824496002554	L1000	0.002	TRUE	2.6989700043360187
lipase inhibitor	12	All	0.03661314839349256	L1000	0.048	TRUE	1.3187587626244128
lipoxygenase inhibitor	18	All	0.011839538106944358	L1000	0.97	FALSE	0.01322826573375516
matrix metalloprotease inhibitor	18	All	0.012199972853324265	L1000	0.961	FALSE	0.017276612331454656
mdm inhibitor	18	All	0.06559270436261627	L1000	0	TRUE	3.5
mek inhibitor	48	All	0.4611769067946221	L1000	0	TRUE	3.5
membrane permeability inhibitor	12	All	0.03769288432667291	L1000	0.038	TRUE	1.4202164033831899
microtubule inhibitor	18	All	0.07217515145543155	L1000	0	TRUE	3.5
mineralocorticoid receptor antagonist	18	All	-0.004876518324168173	L1000	1	FALSE	-0
monoamine oxidase inhibitor	36	All	0.031205077573069145	L1000	0.011	TRUE	1.958607314841775
mtor inhibitor	36	All	0.43210987851403315	L1000	0	TRUE	3.5
mtor inhibitor|pi3k inhibitor	24	All	0.19947792093317304	L1000	0	TRUE	3.5
mucolytic agent	18	All	0.016684871702296038	L1000	0.834	FALSE	0.0788339493622613
neurotrophic agent	12	All	-0.0136057021338216	L1000	1	FALSE	-0
nfkb pathway inhibitor	24	All	0.018155700948464647	L1000	0.827	FALSE	0.08249449044745336
nitric oxide donor	12	All	-0.02643713964002497	L1000	1	FALSE	-0
nitric oxide stimulant	12	All	0.021884688551681034	L1000	0.48	FALSE	0.3187587626244128
nitric oxide synthase inhibitor	24	All	0.018032231273439583	L1000	0.832	FALSE	0.07987667370927608
non-nucleoside reverse transcriptase inhibitor	24	All	-0.005020750665814206	L1000	1	FALSE	-0
norepinephrine reputake inhibitor|tricyclic antidepressant	12	All	0.10211969601165577	L1000	0	TRUE	3.5
nucleoside reverse transcriptase inhibitor	24	All	0.01977807391999676	L1000	0.735	FALSE	0.1337126609158051
o6-alkylguanine-dna alkyltransferase inhibitor	12	All	0.03325755044816249	L1000	0.081	FALSE	1.0915149811213503
opioid receptor agonist	18	All	0.053401583890949116	L1000	0	TRUE	3.5
opioid receptor agonist|opioid receptor antagonist	12	All	-0.027165092855388442	L1000	1	FALSE	-0
opioid receptor antagonist	24	All	0.02306692000736655	L1000	0.473	FALSE	0.32513885926218844
orexin receptor antagonist	12	All	0.05009226374435095	L1000	0.001	TRUE	3
oxidative stress inducer	12	All	-0.00364999514988725	L1000	1	FALSE	-0
p38 mapk inhibitor	36	All	0.07554493278819022	L1000	0	TRUE	3.5
parp inhibitor	30	All	0.007677934510353094	L1000	1	FALSE	-0
pdgfr tyrosine kinase receptor inhibitor|vegfr inhibitor	12	All	0.016649979561688535	L1000	0.754	FALSE	0.12262865413022594
phosphodiesterase inhibitor	168	All	0.024177249603680548	L1000	0.153	FALSE	0.8153085691824012
pi3k inhibitor	42	All	0.04186498092633144	L1000	0	TRUE	3.5
pim kinase inhibitor	12	All	0.0031306108395319984	L1000	0.993	FALSE	0.0030507515046188267
pkc inhibitor	24	All	0.002322736020538502	L1000	1	FALSE	-0
platelet activating factor receptor antagonist	12	All	-0.07891942352276474	L1000	1	FALSE	-0
plk inhibitor	24	All	0.36860389252512515	L1000	0	TRUE	3.5
potassium channel activator	36	All	0.016837841082521947	L1000	0.934	FALSE	0.029653123769906618
potassium channel blocker	24	All	0.03665590787313237	L1000	0.006	TRUE	2.221848749616356
ppar receptor agonist	18	All	0.03828316041572952	L1000	0.012	TRUE	1.9208187539523751
ppar receptor agonist|insulin sensitizer	18	All	0.029159805670818627	L1000	0.151	FALSE	0.8210230527068306
progesterone receptor agonist	42	All	0.041617873063960545	L1000	0	TRUE	3.5
progesterone receptor antagonist	12	All	0.027658477795138314	L1000	0.222	FALSE	0.6536470255493614
progestogen hormone	12	All	0.12855106880798065	L1000	0	TRUE	3.5
prostanoid receptor agonist	18	All	0.06677203528568607	L1000	0	TRUE	3.5
prostanoid receptor antagonist	18	All	0.036922995814072775	L1000	0.022	TRUE	1.6575773191777938
proteasome inhibitor	24	All	0.38855331036650426	L1000	0	TRUE	3.5
protein synthesis inhibitor	36	All	-0.018636309401381123	L1000	1	FALSE	-0
protein synthesis stimulant	18	All	0.022841737241902246	L1000	0.471	FALSE	0.3269790928711038
purine antagonist	12	All	0.06197742467783405	L1000	0	TRUE	3.5
purinergic receptor antagonist	18	All	0.007274409380762684	L1000	0.996	FALSE	0.00174066157630127
raf inhibitor	30	All	0.027417557611570637	L1000	0.139	FALSE	0.8569851997459049
retinoid receptor agonist	36	All	0.05523023384663436	L1000	0	TRUE	3.5
reverse transcriptase inhibitor	18	All	0.008563509834873419	L1000	0.993	FALSE	0.0030507515046188267
rho associated kinase inhibitor	36	All	0.019458236092093118	L1000	0.781	FALSE	0.10734896612269966
ribonucleoside reductase inhibitor	12	All	-0.02465003048888622	L1000	1	FALSE	-0
ribonucleotide reductase inhibitor	12	All	-0.05884459717477242	L1000	1	FALSE	-0
rna polymerase inhibitor	42	All	0.033274718455892	L1000	0.001	TRUE	3
rna synthesis inhibitor	12	All	-0.01162357270450674	L1000	1	FALSE	-0
selective serotonin reuptake inhibitor (ssri)	24	All	-0.017412992451167054	L1000	1	FALSE	-0
serotonin receptor agonist	72	All	0.01980591441905568	L1000	0.868	FALSE	0.0614802748235081
serotonin receptor agonist|serotonin receptor antagonist	18	All	0.0971050427523609	L1000	0	TRUE	3.5
serotonin receptor antagonist	72	All	0.03503033665412297	L1000	0	TRUE	3.5
serotonin reuptake inhibitor	24	All	0.0402844493728535	L1000	0.001	TRUE	3
sigma receptor antagonist	18	All	-0.02745633646047889	L1000	1	FALSE	-0
sodium channel blocker	66	All	0.04477472101089247	L1000	0	TRUE	3.5
sodium/glucose cotransporter inhibitor	12	All	0.05961444559464762	L1000	0	TRUE	3.5
sodium/potassium/chloride transporter inhibitor	12	All	0.05472220701547586	L1000	0	TRUE	3.5
sterol demethylase inhibitor	42	All	0.031233255294985343	L1000	0.008	TRUE	2.0969100130080562
sulfonylurea	12	All	0.1206943890021904	L1000	0	TRUE	3.5
t-type calcium channel blocker	18	All	4.1708340299441654e-4	L1000	1	FALSE	-0
tachykinin antagonist	36	All	0.03817294076375517	L1000	0	TRUE	3.5
tgf beta receptor inhibitor	12	All	0.010360991437912241	L1000	0.94	FALSE	0.026872146400301365
thrombin inhibitor	12	All	-0.016226327582434648	L1000	1	FALSE	-0
thromboxane receptor antagonist	12	All	-0.0284933644764269	L1000	1	FALSE	-0
thromboxane synthase inhibitor	12	All	0.043130309707519535	L1000	0.011	TRUE	1.958607314841775
thymidylate synthase inhibitor	12	All	0.012527404975563539	L1000	0.892	FALSE	0.04963514562387693
thyrotropin releasing hormone receptor agonist	12	All	0.005768074225887076	L1000	0.984	FALSE	0.007004901568658489
topoisomerase inhibitor	90	All	0.03132847023492389	L1000	0	TRUE	3.5
tricyclic antidepressant	12	All	0.03959549115000934	L1000	0.022	TRUE	1.6575773191777938
trpv antagonist	12	All	-0.005961096161957667	L1000	1	FALSE	-0
tubulin inhibitor	48	All	0.07611657880154352	L1000	0	TRUE	3.5
tumor necrosis factor release inhibitor	12	All	-0.004423850883529611	L1000	1	FALSE	-0
tyrosinase inhibitor	12	All	0.055464689342894724	L1000	0	TRUE	3.5
tyrosine kinase inhibitor	24	All	0.03049215927549307	L1000	0.064	FALSE	1.193820026016113
vasopressin receptor antagonist	24	All	0.042765124456568465	L1000	0	TRUE	3.5
vegfr inhibitor	24	All	0.030498805209255915	L1000	0.064	FALSE	1.193820026016113
